area	ALL.Download	ALL.Upload	zona 1.Download	zona 1.Upload	zona 10.Download	zona 10.Upload	zona 2.Download	zona 2.Upload	zona 3.Download	zona 3.Upload	zona 4.Download	zona 4.Upload	zona 5.Download	zona 5.Upload	zona 6.Download	zona 6.Upload	zona 7.Download	zona 7.Upload	zona 8.Download	zona 8.Upload	zona 9.Download	zona 9.Upload
mean	416905.7674	55342.24214	43087.21669	11547.75655	68165.83905	7885.65806	32078.70478	4140.63334	60211.66947	7796.511287	39343.56738	4157.428225	19770.76067	1950.789466	44237.11837	5652.650256	34894.20012	3577.613396	38027.09383	4624.050579	37088.91437	4008.96487
