date,ALL.Download,ALL.Upload,zona 1.Download,zona 1.Upload,zona 10.Download,zona 10.Upload,zona 2.Download,zona 2.Upload,zona 3.Download,zona 3.Upload,zona 4.Download,zona 4.Upload,zona 5.Download,zona 5.Upload,zona 6.Download,zona 6.Upload,zona 7.Download,zona 7.Upload,zona 8.Download,zona 8.Upload,zona 9.Download,zona 9.Upload
2019/05/09,475274.160326004,66987.3910484314,45520.711336135864,12568.87031841278,80808.6359500885,8919.107759475708,36123.157616615295,9235.845495223999,71818.01997375488,8427.344997406006,42863.81537246704,3599.6288595199585,23151.875933647156,2396.7569761276245,47796.72347831726,4860.189709663391,47039.2273683548,5599.822044372559,47466.484124183655,8648.69312286377,32685.509172439575,2731.1317653656006
2019/05/08,354017.14475154877,44813.48764896393,35537.03916358948,6892.109189987183,54944.25137042999,6772.091798782349,26065.44327545166,2652.337300300598,58834.936440467834,8500.741169929504,31594.332129478455,3080.9530897140503,14159.642786026001,2586.319761276245,44991.08170127869,3955.562032699585,30487.234694480896,4269.394955635071,31767.407544136047,3616.4148178100586,25635.775646209717,2487.5635328292847
2019/05/07,473253.4441585541,63446.91382598877,48450.047167778015,12311.165936470032,72133.74018001556,10925.438488960266,43795.55653381348,7026.412703514099,78180.22811889648,7887.992027282715,42924.679142951965,5354.203288078308,16941.97885990143,1562.3340940475464,45836.74083518982,5051.736892700195,46005.0399389267,3970.1721048355103,44703.81052017212,4513.30915927887,34281.62286090851,4844.149130821228
2019/05/06,432558.66323280334,63558.84348297119,50195.609815597534,11307.566688537598,56398.32188510895,10413.591928482056,35077.950622558594,5081.583762168884,66240.35624027252,8362.14907169342,40829.124475479126,7053.523299217224,21799.301054000854,2280.250250816345,41311.769344329834,4719.305374145508,45731.241971969604,6708.407880783081,44155.786657333374,4348.9377908706665,30819.201166152954,3283.5274362564087
2019/05/05,386082.0830640793,52990.474080085754,44714.9224281311,12098.391932487488,60001.771392822266,8388.855810165405,23058.86455631256,6505.496021270752,39662.764362335205,5502.76824092865,42386.727111816406,3730.507204055786,20630.272322654724,1339.562593460083,41638.04156780243,4129.980686187744,46577.70236301422,4230.169140815735,36142.67178726196,3489.9071187973022,31268.345171928406,3574.835331916809
2019/05/04,523824.2230157852,75770.37979602814,58924.82003688812,16367.910954475403,87700.90770244598,12262.440552711487,40941.695541381836,5202.293628692627,71589.36846446991,7395.7064390182495,54957.86871814728,5614.610877037048,22309.565930366516,3593.536418914795,60628.419076919556,9161.676681518555,47495.84897899628,5041.219287872314,41431.321853637695,6499.003866195679,37844.40671253204,4631.98108959198
2019/05/03,442055.034658432,62029.04798221588,50812.8886013031,13084.367537498474,64489.8060874939,7975.8342390060425,31135.35866165161,5296.078953742981,69125.14669036865,7350.485871315002,46955.62189769745,4777.035994529724,15342.539202690125,1783.3190126419067,52951.10937786102,6754.62195110321,37416.02366542816,5098.977957725525,38312.361092567444,4870.527804374695,35514.179381370544,5037.79866027832
2019/05/02,491478.05995082855,60571.16146373749,47408.94507408142,13222.863465309143,76540.91498279572,8053.5477838516235,42957.686727523804,4458.803359985352,86459.8707780838,9797.545142173767,42588.5961265564,3937.642815589905,20662.115200042725,1580.8973407745361,49968.25697517395,7112.034605979919,44366.73337459564,4227.276662826538,42302.80096244812,3597.1696271896362,38222.13974952698,4583.380660057068
2019/05/01,524856.2766532898,71604.90133476257,54475.4805688858,15246.484833717346,84003.4285068512,9052.244107246399,40924.489342689514,5573.55751991272,72014.2474527359,10179.751711845398,58427.98621749878,6093.588373184204,27853.616691589355,3146.8299798965454,52543.806467056274,8623.285038948059,40987.05191230774,4088.907301902771,38395.996589660645,4457.284141540527,55230.17290401459,5142.9683265686035
2019/04/30,559939.0188074112,70912.22802639008,63324.84470272064,12253.934336662292,91146.53555202484,11502.575006484985,43886.09334182739,7385.327787399292,79739.50178337097,8877.01323223114,57227.90791225433,4457.932153701782,23614.047612190247,1986.8969078063965,59301.08259010315,7173.955929756165,46555.358662605286,4198.2675104141235,46757.27771091461,4306.566893577576,48386.36893939972,8769.758268356323
2019/04/29,450348.1687412262,61914.726652145386,48511.870131492615,12278.227621078491,61364.25572299957,8293.116997718811,36296.930609703064,3724.087938308716,68853.76740264893,8795.173846244812,44003.04848384857,6595.796462059021,23593.23398399353,2209.0642738342285,43622.90009307861,7240.897177696228,38679.76882457733,3260.092763900757,40035.65385723114,4827.492013931274,45386.73963165283,4690.777557373047
2019/04/28,491094.7046546936,72156.0691947937,48361.029386520386,20262.53623867035,77248.01760101318,8482.753726005554,34278.358615875244,4348.320449829102,57153.45477581024,8027.0864334106445,56119.41786003113,5050.894961357117,23827.951022148132,2844.1317501068115,52116.762808799744,7654.935639381409,42512.840051651,3735.4485998153687,42512.50122833252,5271.918662071228,56964.371304512024,6478.042734146118
2019/04/27,528433.6920719147,80448.74216461182,65979.15107917786,21837.9186296463,80729.29857635498,10673.426013946533,38035.06605529785,5822.997717857361,71524.39309692383,8097.839026451111,58924.0990114212,5552.327383995056,26114.93285560608,3555.76930809021,48183.21741485596,8204.075022697449,45635.140911102295,4287.806140899658,43603.077268600464,5491.163812637329,49705.31580257416,6925.419108390808
2019/04/26,481790.4836511612,57395.076749801636,48700.06654930115,10940.27506160736,74611.48806762695,8992.99303817749,39363.800661087036,5736.550335884094,71608.93727874756,6786.854475975037,51660.21178817749,3464.735191345215,25384.7902841568,2396.7778511047363,54623.596179008484,4925.68999671936,35878.27533531189,2854.031955718994,35273.70143222809,4577.119389533997,44685.61607551575,6720.049453735352
2019/04/25,434413.0794324875,63395.07469654083,44384.405530929565,15913.145296096802,74940.78075504303,10018.593029022217,31468.119663238525,5626.310901641846,57466.7785692215,6383.8652086257935,49637.73181819916,3437.644528388977,19922.06400203705,1974.4889287948608,40648.15470504761,8247.524110794067,34422.53582572937,3417.9505100250244,35729.18393135071,4652.128559112549,45793.32463169098,3723.4236240386963
2019/04/24,435765.0640306473,58911.181183815,45579.12797641754,14027.491331100464,71922.51250267029,8244.025779724121,32548.25105381012,4291.694920539856,64758.07356262207,6555.021061897278,44146.672439575195,3124.2864503860474,22036.071345329285,2945.3427295684814,42896.79760456085,5450.636117935181,33998.488240242004,2431.291386604309,40612.642062187195,7272.987347602844,37266.42724323273,4568.404058456421
2019/04/23,368138.5790081024,41478.828077316284,28364.216267585754,6963.77511882782,61378.037903785706,8288.473847389221,29973.440724372864,3653.284785270691,50287.57309627533,4335.754378318787,32617.843203544617,2793.2052822113037,21072.469632148743,1428.2226362228394,43432.07896614075,4035.5236225128174,34819.65981578827,2705.3044033050537,31228.585604667664,4799.627125740051,34964.673793792725,2475.6568775177
